Area of Usual Residence,Area of Workplace,Females
S02001575,S02001954,1
S02001575,S02001956,3
S02001575,S02001957,2
S02001575,S02001958,11
S02001575,S02001961,1
S02001575,S02001963,1
S02001575,S02001970,4
S02001575,S02001971,1
S02001575,S02001974,1
S02001575,S02002041,1
S02001575,S02002043,1
S02001575,S02002045,3
S02001575,S02002046,1
S02001575,S02002105,1
S02001575,S02002108,1
S02001575,S02002116,1
S02001575,S02002138,1
S02001575,S02002165,1
S02001575,S02002166,2
S02001575,S02002170,1
S02001575,S02002175,1
S02001575,S02002176,1
S02001575,S02002191,1
S02001575,S02002200,1
S02001575,S02002206,1
S02001575,S02002235,1
S02001575,S02002255,2
S02001575,S02002262,1
S02001575,S02002270,4
S02001575,S02002271,2
S02001575,S02002272,1
S02001575,S02002274,17
S02001575,S02002275,4
S02001575,S02002277,1
S02001575,S02002278,5
S02001575,S02002279,2
S02001575,S02002282,9
S02001575,S02002284,2
S02001575,S02002291,1
S02001575,S02002339,1
S02001575,S02002351,1
S02001575,S02002356,1
S02001575,S02002374,1
S02001575,S02002384,1
S02001575,S02002388,1
S02001575,S02002390,1
S02001575,S02002391,2
S02001575,S02002396,2
S02001575,S02002398,3
S02001575,S02002401,1
S02001575,S02002406,1
S02001575,S02002409,1
S02001575,S02002412,2
S02001575,S02002413,2
S02001575,S02002416,2
S02001575,S02002421,5
S02001575,S02002422,3
S02001575,S02002423,2
S02001575,S02002425,6
S02001575,S02002426,2
S02001575,S02002427,6
S02001575,S02002430,1
S02001575,S02002433,1
S02001575,S02002435,2
S02001575,S02002447,2
S02001575,S02002449,1
S02001575,S02002453,2
S02001575,S02002461,5
S02001575,S02002463,1
S02001575,S02002467,1
S02001575,S02002470,1
S02001575,S02002471,1
S02001575,S02002476,1
S02001576,England,8
S02001576,OD0000001,168
S02001576,OD0000003,54
S02001576,OD0000004,2
S02001576,S02001256,1
S02001576,S02001402,1
S02001576,S02001446,1
S02001576,S02001530,1
S02001576,S02001534,2
S02001576,S02001535,1
S02001576,S02001537,3
S02001576,S02001541,1
S02001576,S02001544,1
S02001576,S02001545,3
S02001576,S02001546,2
S02001576,S02001547,1
S02001576,S02001549,2
S02001576,S02001576,115
S02001576,S02001577,72
S02001576,S02001578,29
S02001576,S02001579,11
S02001576,S02001580,1
S02001576,S02001581,9
S02001576,S02001582,2
S02001576,S02001583,6
S02001576,S02001584,14
S02001576,S02001585,4
S02001576,S02001586,30
S02001576,S02001587,4
S02001576,S02001588,4
S02001576,S02001589,12
S02001576,S02001590,4
S02001576,S02001591,7
S02001576,S02001592,1
S02001576,S02001593,13
S02001576,S02001594,3
S02001576,S02001595,1
S02001576,S02001596,3
S02001576,S02001597,2
S02001576,S02001598,3
S02001576,S02001599,2
S02001576,S02001602,2
S02001576,S02001604,7
S02001576,S02001605,1
S02001576,S02001606,4
S02001576,S02001607,5
S02001576,S02001609,8
S02001576,S02001611,6
S02001576,S02001612,2
S02001576,S02001613,12
S02001576,S02001614,5
S02001576,S02001615,17
S02001576,S02001616,23
S02001576,S02001617,2
S02001576,S02001618,3
S02001576,S02001619,10
S02001576,S02001620,49
S02001576,S02001621,16
S02001576,S02001622,49
S02001576,S02001623,4
S02001576,S02001625,2
S02001576,S02001626,1
S02001576,S02001627,24
S02001576,S02001631,4
S02001576,S02001632,3
S02001576,S02001636,1
S02001576,S02001640,6
S02001576,S02001641,2
S02001576,S02001642,3
S02001576,S02001643,2
S02001576,S02001644,3
S02001576,S02001645,1
S02001576,S02001647,4
S02001576,S02001650,2
S02001576,S02001651,2
S02001576,S02001653,2
S02001576,S02001654,6
S02001576,S02001655,6
S02001576,S02001656,18
S02001576,S02001657,6
S02001576,S02001658,9
S02001576,S02001659,6
S02001576,S02001660,52
S02001576,S02001661,4
S02001576,S02001662,8
S02001576,S02001663,24
S02001576,S02001664,3
S02001576,S02001665,1
S02001576,S02001670,5
S02001576,S02001671,1
S02001576,S02001672,2
S02001576,S02001673,1
S02001576,S02001675,1
S02001576,S02001676,1
S02001576,S02001677,1
S02001576,S02001678,3
S02001576,S02001679,10
S02001576,S02001681,1
S02001576,S02001682,81
S02001576,S02001683,27
S02001576,S02001684,17
S02001576,S02001685,1
S02001576,S02001713,2
S02001576,S02001715,1
S02001576,S02001727,1
S02001576,S02001751,1
S02001576,S02001752,2
S02001576,S02001757,2
S02001576,S02001760,1
S02001576,S02001762,2
S02001576,S02001768,1
S02001576,S02001774,1
S02001576,S02001793,1
S02001576,S02001803,1
S02001576,S02001812,1
S02001576,S02001826,1
S02001576,S02001932,1
S02001576,S02001933,1
S02001576,S02001934,3
S02001576,S02002041,1
S02001576,S02002052,2
S02001576,S02002053,1
S02001576,S02002056,7
S02001576,S02002057,3
S02001576,S02002058,6
S02001576,S02002059,5
S02001576,S02002060,1
S02001576,S02002061,2
S02001576,S02002063,1
S02001576,S02002064,1
S02001576,S02002065,2
S02001576,S02002066,3
S02001576,S02002069,1
S02001576,S02002072,1
S02001576,S02002138,1
S02001576,S02002145,2
S02001576,S02002175,1
S02001576,S02002185,1
S02001576,S02002202,1
S02001576,S02002220,1
S02001576,S02002299,1
S02001576,S02002309,1
S02001576,S02002320,1
S02001576,S02002356,1
S02001576,S02002383,1
S02001576,S02002384,1
S02001576,S02002427,1
S02001576,S02002440,1
S02001576,S02002450,3
S02001576,S02002453,1
S02001576,S02002461,1
S02001576,S02002478,2
S02001576,S02002480,3
S02001576,S02002481,6
S02001576,S02002482,5
S02001576,S02002483,8
S02001576,S02002484,1
S02001576,S02002485,5
S02001576,S02002486,2
S02001576,S02002487,2
S02001576,S02002488,18
S02001576,S02002489,1
S02001576,S02002490,1
S02001576,S02002491,1
S02001576,S02002494,1
S02001576,S02002496,2
S02001576,S02002504,2
S02001576,S02002506,1
S02001576,S02002508,1
S02001576,S02002509,1
S02001576,S02002510,1
S02001576,S02002511,8
S02001576,S02002514,5
S02001577,England,3
S02001577,OD0000001,125
S02001577,OD0000003,45
S02001577,OD0000004,1
S02001577,S02001534,5
S02001577,S02001535,1
S02001577,S02001537,1
S02001577,S02001542,1
S02001577,S02001549,1
S02001577,S02001576,13
S02001577,S02001577,94
S02001577,S02001578,26
S02001577,S02001579,10
S02001577,S02001581,5
S02001577,S02001583,5
S02001577,S02001584,5
S02001577,S02001585,1
S02001577,S02001586,23
S02001577,S02001587,4
S02001577,S02001588,5
S02001577,S02001589,7
S02001577,S02001590,3
S02001577,S02001591,8
S02001577,S02001592,2
S02001577,S02001593,6
S02001577,S02001594,3
S02001577,S02001595,1
S02001577,S02001596,4
S02001577,S02001598,1
S02001577,S02001599,3
S02001577,S02001601,1
S02001577,S02001602,2
S02001577,S02001603,1
S02001577,S02001604,1
S02001577,S02001606,6
S02001577,S02001608,1
S02001577,S02001609,7
S02001577,S02001610,1
S02001577,S02001611,9
S02001577,S02001612,1
S02001577,S02001613,5
S02001577,S02001614,4
S02001577,S02001615,14
S02001577,S02001616,14
S02001577,S02001617,1
S02001577,S02001619,6
S02001577,S02001620,29
S02001577,S02001621,12
S02001577,S02001622,36
S02001577,S02001623,9
S02001577,S02001624,1
S02001577,S02001626,1
S02001577,S02001627,8
S02001577,S02001628,1
S02001577,S02001629,1
S02001577,S02001630,2
S02001577,S02001631,1
S02001577,S02001632,2
S02001577,S02001640,4
S02001577,S02001641,1
S02001577,S02001642,2
S02001577,S02001643,2
S02001577,S02001644,3
S02001577,S02001647,5
S02001577,S02001649,2
S02001577,S02001650,1
S02001577,S02001651,1
S02001577,S02001652,2
S02001577,S02001653,4
S02001577,S02001654,3
S02001577,S02001655,5
S02001577,S02001656,7
S02001577,S02001658,3
S02001577,S02001659,2
S02001577,S02001660,37
S02001577,S02001662,8
S02001577,S02001663,21
S02001577,S02001664,5
S02001577,S02001665,1
S02001577,S02001666,1
S02001577,S02001667,2
S02001577,S02001668,1
S02001577,S02001669,3
S02001577,S02001670,5
S02001577,S02001671,2
S02001577,S02001672,3
S02001577,S02001673,1
S02001577,S02001674,2
S02001577,S02001676,1
S02001577,S02001679,5
S02001577,S02001680,1
S02001577,S02001681,2
S02001577,S02001682,63
S02001577,S02001683,23
S02001577,S02001684,3
S02001577,S02001710,1
S02001577,S02001718,1
S02001577,S02001726,2
S02001577,S02001728,2
S02001577,S02001729,1
S02001577,S02001744,1
S02001577,S02001757,1
S02001577,S02001762,1
S02001577,S02001793,1
S02001577,S02001889,1
S02001577,S02001932,1
S02001577,S02001958,1
S02001577,S02002055,1
S02001577,S02002056,4
S02001577,S02002058,4
S02001577,S02002061,1
S02001577,S02002063,1
S02001577,S02002064,1
S02001577,S02002066,2
S02001577,S02002070,1
S02001577,S02002166,2
S02001577,S02002186,1
S02001577,S02002299,1
S02001577,S02002447,1
S02001577,S02002448,2
S02001577,S02002453,2
S02001577,S02002456,2
S02001577,S02002479,1
S02001577,S02002481,7
S02001577,S02002482,1
S02001577,S02002483,2
S02001577,S02002484,2
S02001577,S02002485,2
S02001577,S02002486,4
S02001577,S02002487,2
S02001577,S02002488,9
S02001577,S02002492,3
S02001577,S02002496,1
S02001577,S02002503,1
S02001577,S02002507,1
S02001577,S02002508,2
S02001577,S02002511,2
S02001577,S02002514,3
S02001578,England,2
S02001578,OD0000001,59
S02001578,OD0000003,30
S02001578,OD0000004,1
S02001578,S02001534,3
S02001578,S02001537,1
S02001578,S02001544,1
S02001578,S02001549,1
S02001578,S02001576,10
S02001578,S02001577,68
S02001578,S02001578,20
S02001578,S02001579,12
S02001578,S02001580,13
S02001578,S02001581,3
S02001578,S02001583,6
S02001578,S02001584,11
S02001578,S02001585,1
S02001578,S02001586,18
S02001578,S02001587,1
S02001578,S02001588,5
S02001578,S02001589,6
S02001578,S02001590,3
S02001578,S02001591,2
S02001578,S02001592,1
S02001578,S02001593,10
S02001578,S02001594,1
S02001578,S02001596,3
S02001578,S02001597,1
S02001578,S02001598,2
S02001578,S02001599,2
S02001578,S02001601,1
S02001578,S02001602,3
S02001578,S02001604,3
S02001578,S02001606,2
S02001578,S02001609,3
S02001578,S02001611,1
S02001578,S02001613,5
S02001578,S02001614,1
S02001578,S02001615,11
S02001578,S02001616,10
S02001578,S02001617,2
S02001578,S02001618,1
S02001578,S02001619,2
S02001578,S02001620,26
S02001578,S02001621,7
S02001578,S02001622,40
S02001578,S02001623,2
S02001578,S02001625,1
S02001578,S02001627,18
S02001578,S02001628,1
S02001578,S02001631,1
S02001578,S02001632,1
S02001578,S02001637,1
S02001578,S02001640,5
S02001578,S02001642,3
S02001578,S02001643,4
S02001578,S02001647,5
S02001578,S02001649,1
S02001578,S02001651,1
S02001578,S02001653,2
S02001578,S02001654,1
S02001578,S02001655,2
S02001578,S02001656,9
S02001578,S02001657,1
S02001578,S02001658,8
S02001578,S02001659,3
S02001578,S02001660,28
S02001578,S02001661,3
S02001578,S02001662,1
S02001578,S02001663,12
S02001578,S02001664,3
S02001578,S02001665,1
S02001578,S02001666,2
S02001578,S02001667,3
S02001578,S02001669,2
S02001578,S02001670,2
S02001578,S02001671,3
S02001578,S02001675,1
S02001578,S02001676,4
S02001578,S02001677,1
S02001578,S02001679,7
S02001578,S02001680,1
S02001578,S02001681,2
S02001578,S02001682,50
S02001578,S02001683,9
S02001578,S02001684,1
S02001578,S02001731,1
S02001578,S02001748,1
S02001578,S02001751,1
S02001578,S02001762,2
S02001578,S02001793,1
S02001578,S02001932,1
S02001578,S02001952,1
S02001578,S02002053,1
S02001578,S02002056,2
S02001578,S02002058,4
S02001578,S02002059,2
S02001578,S02002060,2
S02001578,S02002061,1
S02001578,S02002062,1
S02001578,S02002066,2
S02001578,S02002069,1
S02001578,S02002206,1
S02001578,S02002444,1
S02001578,S02002448,1
S02001578,S02002453,1
S02001578,S02002481,11
S02001578,S02002482,1
S02001578,S02002483,1
S02001578,S02002485,3
S02001578,S02002486,1
S02001578,S02002487,1
S02001578,S02002488,4
S02001578,S02002489,1
S02001578,S02002498,1
S02001578,S02002508,1
S02001578,S02002509,1
S02001578,S02002511,2
S02001578,S02002514,2
S02001579,England,4
S02001579,OD0000001,82
S02001579,OD0000003,47
S02001579,OD0000004,1
S02001579,S02001402,1
S02001579,S02001446,2
S02001579,S02001534,2
S02001579,S02001535,2
S02001579,S02001537,1
S02001579,S02001543,1
S02001579,S02001544,4
S02001579,S02001545,1
S02001579,S02001546,2
S02001579,S02001549,1
S02001579,S02001553,1
S02001579,S02001558,1
S02001579,S02001576,12
S02001579,S02001577,33
S02001579,S02001578,13
S02001579,S02001579,22
S02001579,S02001580,5
S02001579,S02001581,2
S02001579,S02001582,4
S02001579,S02001583,11
S02001579,S02001584,11
S02001579,S02001585,6
S02001579,S02001586,25
S02001579,S02001587,11
S02001579,S02001588,3
S02001579,S02001589,9
S02001579,S02001590,5
S02001579,S02001591,8
S02001579,S02001592,5
S02001579,S02001593,17
S02001579,S02001594,1
S02001579,S02001595,1
S02001579,S02001596,5
S02001579,S02001597,1
S02001579,S02001598,2
S02001579,S02001599,2
S02001579,S02001601,1
S02001579,S02001602,3
S02001579,S02001603,1
S02001579,S02001605,1
S02001579,S02001606,3
S02001579,S02001608,1
S02001579,S02001609,6
S02001579,S02001610,2
S02001579,S02001611,5
S02001579,S02001612,1
S02001579,S02001613,8
S02001579,S02001614,1
S02001579,S02001615,9
S02001579,S02001616,18
S02001579,S02001619,14
S02001579,S02001620,55
S02001579,S02001621,11
S02001579,S02001622,58
S02001579,S02001623,6
S02001579,S02001625,1
S02001579,S02001626,2
S02001579,S02001627,18
S02001579,S02001630,1
S02001579,S02001632,5
S02001579,S02001635,1
S02001579,S02001637,1
S02001579,S02001638,1
S02001579,S02001640,3
S02001579,S02001642,2
S02001579,S02001643,3
S02001579,S02001644,1
S02001579,S02001645,1
S02001579,S02001647,3
S02001579,S02001649,2
S02001579,S02001651,2
S02001579,S02001652,1
S02001579,S02001653,4
S02001579,S02001654,2
S02001579,S02001655,12
S02001579,S02001656,15
S02001579,S02001657,6
S02001579,S02001658,13
S02001579,S02001659,3
S02001579,S02001660,50
S02001579,S02001661,1
S02001579,S02001662,6
S02001579,S02001663,18
S02001579,S02001664,3
S02001579,S02001665,1
S02001579,S02001666,2
S02001579,S02001667,6
S02001579,S02001668,1
S02001579,S02001669,1
S02001579,S02001670,8
S02001579,S02001671,4
S02001579,S02001672,1
S02001579,S02001675,3
S02001579,S02001677,4
S02001579,S02001678,2
S02001579,S02001679,7
S02001579,S02001681,1
S02001579,S02001682,90
S02001579,S02001683,14
S02001579,S02001684,5
S02001579,S02001685,3
S02001579,S02001718,1
S02001579,S02001738,1
S02001579,S02001768,1
S02001579,S02001803,1
S02001579,S02001908,1
S02001579,S02001934,1
S02001579,S02001940,1
S02001579,S02001952,1
S02001579,S02002046,1
S02001579,S02002053,1
S02001579,S02002056,2
S02001579,S02002058,3
S02001579,S02002059,1
S02001579,S02002061,1
S02001579,S02002063,1
S02001579,S02002066,6
S02001579,S02002072,1
S02001579,S02002293,1
S02001579,S02002310,1
S02001579,S02002320,1
S02001579,S02002449,1
S02001579,S02002453,2
S02001579,S02002479,1
S02001579,S02002480,1
S02001579,S02002481,9
S02001579,S02002483,1
S02001579,S02002484,1
S02001579,S02002485,2
S02001579,S02002486,1
S02001579,S02002487,2
S02001579,S02002488,3
S02001579,S02002492,1
S02001579,S02002494,1
S02001579,S02002498,1
S02001579,S02002502,1
S02001579,S02002504,4
S02001579,S02002507,1
S02001579,S02002510,1
S02001579,S02002511,1
S02001580,England,7
S02001580,OD0000001,108
S02001580,OD0000003,42
S02001580,OD0000004,2
S02001580,S02001446,1
S02001580,S02001534,5
S02001580,S02001535,2
S02001580,S02001536,2
S02001580,S02001537,1
S02001580,S02001538,1
S02001580,S02001539,1
S02001580,S02001544,2
S02001580,S02001546,1
S02001580,S02001547,2
S02001580,S02001549,2
S02001580,S02001555,1
S02001580,S02001576,6
S02001580,S02001577,10
S02001580,S02001578,4
S02001580,S02001579,7
S02001580,S02001580,19
S02001580,S02001581,14
S02001580,S02001583,4
S02001580,S02001584,5
S02001580,S02001585,2
S02001580,S02001586,22
S02001580,S02001587,5
S02001580,S02001588,4
S02001580,S02001589,8
S02001580,S02001590,2
S02001580,S02001591,5
S02001580,S02001592,5
S02001580,S02001593,11
S02001580,S02001594,4
S02001580,S02001595,6
S02001580,S02001596,14
S02001580,S02001598,3
S02001580,S02001599,3
S02001580,S02001600,1
S02001580,S02001602,1
S02001580,S02001604,3
S02001580,S02001606,2
S02001580,S02001609,10
S02001580,S02001610,1
S02001580,S02001611,3
S02001580,S02001612,5
S02001580,S02001613,9
S02001580,S02001615,15
S02001580,S02001616,43
S02001580,S02001617,3
S02001580,S02001618,3
S02001580,S02001619,4
S02001580,S02001620,67
S02001580,S02001621,24
S02001580,S02001622,47
S02001580,S02001623,17
S02001580,S02001624,1
S02001580,S02001626,1
S02001580,S02001627,22
S02001580,S02001628,1
S02001580,S02001629,1
S02001580,S02001630,1
S02001580,S02001631,3
S02001580,S02001632,3
S02001580,S02001633,1
S02001580,S02001634,2
S02001580,S02001640,4
S02001580,S02001642,4
S02001580,S02001643,1
S02001580,S02001645,1
S02001580,S02001647,13
S02001580,S02001649,1
S02001580,S02001650,3
S02001580,S02001651,3
S02001580,S02001652,5
S02001580,S02001653,2
S02001580,S02001654,5
S02001580,S02001655,10
S02001580,S02001656,20
S02001580,S02001657,6
S02001580,S02001658,4
S02001580,S02001659,4
S02001580,S02001660,38
S02001580,S02001661,7
S02001580,S02001662,6
S02001580,S02001663,16
S02001580,S02001664,6
S02001580,S02001666,2
S02001580,S02001667,1
S02001580,S02001670,4
S02001580,S02001671,2
S02001580,S02001672,3
S02001580,S02001673,3
S02001580,S02001675,1
S02001580,S02001678,1
S02001580,S02001679,10
S02001580,S02001680,1
S02001580,S02001681,3
S02001580,S02001682,41
S02001580,S02001683,19
S02001580,S02001684,6
S02001580,S02001685,5
S02001580,S02001712,1
S02001580,S02001715,1
S02001580,S02001717,1
S02001580,S02001727,1
S02001580,S02001730,2
S02001580,S02001736,1
S02001580,S02001748,1
S02001580,S02001749,1
S02001580,S02001750,1
S02001580,S02001751,3
S02001580,S02001762,2
S02001580,S02001763,1
S02001580,S02001795,1
S02001580,S02001817,1
S02001580,S02001933,1
S02001580,S02001934,3
S02001580,S02001943,1
S02001580,S02001952,1
S02001580,S02002051,1
S02001580,S02002052,2
S02001580,S02002053,2
S02001580,S02002054,2
S02001580,S02002055,2
S02001580,S02002056,5
S02001580,S02002057,2
S02001580,S02002058,2
S02001580,S02002060,1
S02001580,S02002061,7
S02001580,S02002063,4
S02001580,S02002064,1
S02001580,S02002066,1
S02001580,S02002067,1
S02001580,S02002068,1
S02001580,S02002138,1
S02001580,S02002294,2
S02001580,S02002295,1
S02001580,S02002296,1
S02001580,S02002356,1
S02001580,S02002425,1
S02001580,S02002453,2
S02001580,S02002457,1
S02001580,S02002480,1
S02001580,S02002481,7
S02001580,S02002482,1
S02001580,S02002483,1
S02001580,S02002485,2
S02001580,S02002488,8
S02001580,S02002489,1
S02001580,S02002490,1
S02001580,S02002491,2
S02001580,S02002498,2
S02001580,S02002508,1
S02001580,S02002509,1
S02001580,S02002511,1
S02001580,S02002512,1
S02001580,S02002514,1
S02001581,England,5
S02001581,OD0000001,92
S02001581,OD0000003,30
S02001581,OD0000004,3
S02001581,S02001245,1
S02001581,S02001415,1
S02001581,S02001446,1
S02001581,S02001509,1
S02001581,S02001534,1
S02001581,S02001535,1
S02001581,S02001544,1
S02001581,S02001546,1
S02001581,S02001548,1
S02001581,S02001549,2
S02001581,S02001576,5
S02001581,S02001577,18
S02001581,S02001578,7
S02001581,S02001579,4
S02001581,S02001580,11
S02001581,S02001581,23
S02001581,S02001583,6
S02001581,S02001584,4
S02001581,S02001585,1
S02001581,S02001586,18
S02001581,S02001587,5
S02001581,S02001588,9
S02001581,S02001589,7
S02001581,S02001590,2
S02001581,S02001591,7
S02001581,S02001592,4
S02001581,S02001593,4
S02001581,S02001594,9
S02001581,S02001595,3
S02001581,S02001596,18
S02001581,S02001597,4
S02001581,S02001598,6
S02001581,S02001599,8
S02001581,S02001601,2
S02001581,S02001602,2
S02001581,S02001603,1
S02001581,S02001604,3
S02001581,S02001606,3
S02001581,S02001607,1
S02001581,S02001608,1
S02001581,S02001609,8
S02001581,S02001611,8
S02001581,S02001612,3
S02001581,S02001613,13
S02001581,S02001614,2
S02001581,S02001615,16
S02001581,S02001616,14
S02001581,S02001617,1
S02001581,S02001619,8
S02001581,S02001620,33
S02001581,S02001621,10
S02001581,S02001622,47
S02001581,S02001623,10
S02001581,S02001626,2
S02001581,S02001627,24
S02001581,S02001628,1
S02001581,S02001629,2
S02001581,S02001630,1
S02001581,S02001631,1
S02001581,S02001633,2
S02001581,S02001637,1
S02001581,S02001640,1
S02001581,S02001641,2
S02001581,S02001642,2
S02001581,S02001643,1
S02001581,S02001644,1
S02001581,S02001645,2
S02001581,S02001647,4
S02001581,S02001650,1
S02001581,S02001652,2
S02001581,S02001653,5
S02001581,S02001654,5
S02001581,S02001655,4
S02001581,S02001656,10
S02001581,S02001657,3
S02001581,S02001658,3
S02001581,S02001659,4
S02001581,S02001660,33
S02001581,S02001661,5
S02001581,S02001662,6
S02001581,S02001663,15
S02001581,S02001664,3
S02001581,S02001665,1
S02001581,S02001666,1
S02001581,S02001667,2
S02001581,S02001670,3
S02001581,S02001677,3
S02001581,S02001678,1
S02001581,S02001679,7
S02001581,S02001680,2
S02001581,S02001681,2
S02001581,S02001682,40
S02001581,S02001683,8
S02001581,S02001684,5
S02001581,S02001685,1
S02001581,S02001714,1
S02001581,S02001715,1
S02001581,S02001732,1
S02001581,S02001736,1
S02001581,S02001747,1
S02001581,S02001750,1
S02001581,S02001751,2
S02001581,S02001770,1
S02001581,S02001826,1
S02001581,S02001934,1
S02001581,S02001958,1
S02001581,S02002054,1
S02001581,S02002056,6
S02001581,S02002057,1
S02001581,S02002058,5
S02001581,S02002059,1
S02001581,S02002060,1
S02001581,S02002061,2
S02001581,S02002062,1
S02001581,S02002063,3
S02001581,S02002065,2
S02001581,S02002066,2
S02001581,S02002068,1
S02001581,S02002069,1
S02001581,S02002140,1
S02001581,S02002160,1
S02001581,S02002190,1
S02001581,S02002319,1
S02001581,S02002447,1
S02001581,S02002453,2
S02001581,S02002481,2
S02001581,S02002482,2
S02001581,S02002483,1
S02001581,S02002484,1
S02001581,S02002485,1
S02001581,S02002488,4
S02001581,S02002489,1
S02001581,S02002490,1
S02001581,S02002492,2
S02001581,S02002496,1
S02001581,S02002498,1
S02001581,S02002502,2
S02001581,S02002506,1
S02001581,S02002507,1
S02001581,S02002511,3
S02001581,S02002514,1
S02001582,England,1
S02001582,OD0000001,101
S02001582,OD0000003,53
S02001582,OD0000004,1
S02001582,S02001534,1
S02001582,S02001536,1
S02001582,S02001576,3
S02001582,S02001577,17
S02001582,S02001578,1
S02001582,S02001579,5
S02001582,S02001580,7
S02001582,S02001581,4
S02001582,S02001582,17
S02001582,S02001583,8
S02001582,S02001584,25
S02001582,S02001585,1
S02001582,S02001586,28
S02001582,S02001587,5
S02001582,S02001588,14
S02001582,S02001589,8
S02001582,S02001590,4
S02001582,S02001591,1
S02001582,S02001592,3
S02001582,S02001593,9
S02001582,S02001594,7
S02001582,S02001595,1
S02001582,S02001596,7
S02001582,S02001597,2
S02001582,S02001598,3
S02001582,S02001601,1
S02001582,S02001602,1
S02001582,S02001603,1
S02001582,S02001604,1
S02001582,S02001606,1
S02001582,S02001607,5
S02001582,S02001608,3
S02001582,S02001609,4
S02001582,S02001610,1
S02001582,S02001611,5
S02001582,S02001612,3
S02001582,S02001613,1
S02001582,S02001614,1
S02001582,S02001615,5
S02001582,S02001616,5
S02001582,S02001617,1
S02001582,S02001619,11
S02001582,S02001620,25
S02001582,S02001621,5
S02001582,S02001622,37
S02001582,S02001623,5
S02001582,S02001624,1
S02001582,S02001627,2
S02001582,S02001630,4
S02001582,S02001631,3
S02001582,S02001632,3
S02001582,S02001633,2
S02001582,S02001638,1
S02001582,S02001640,3
S02001582,S02001641,1
S02001582,S02001642,5
S02001582,S02001643,7
S02001582,S02001644,1
S02001582,S02001647,1
S02001582,S02001649,1
S02001582,S02001654,1
S02001582,S02001655,2
S02001582,S02001656,3
S02001582,S02001657,1
S02001582,S02001658,4
S02001582,S02001659,1
S02001582,S02001660,16
S02001582,S02001661,6
S02001582,S02001662,5
S02001582,S02001663,9
S02001582,S02001664,1
S02001582,S02001665,1
S02001582,S02001669,1
S02001582,S02001670,5
S02001582,S02001671,1
S02001582,S02001672,2
S02001582,S02001673,2
S02001582,S02001675,4
S02001582,S02001676,3
S02001582,S02001677,1
S02001582,S02001678,1
S02001582,S02001679,7
S02001582,S02001681,1
S02001582,S02001682,48
S02001582,S02001683,13
S02001582,S02001684,1
S02001582,S02001716,2
S02001582,S02001793,1
S02001582,S02002056,3
S02001582,S02002058,5
S02001582,S02002062,2
S02001582,S02002063,2
S02001582,S02002066,1
S02001582,S02002163,1
S02001582,S02002166,1
S02001582,S02002222,1
S02001582,S02002237,2
S02001582,S02002276,1
S02001582,S02002320,1
S02001582,S02002355,1
S02001582,S02002481,3
S02001582,S02002486,3
S02001582,S02002487,1
S02001582,S02002488,2
S02001582,S02002512,1
S02001583,OD0000001,83
S02001583,OD0000003,68
S02001583,S02001534,2
S02001583,S02001544,2
S02001583,S02001576,1
S02001583,S02001577,17
S02001583,S02001578,4
S02001583,S02001579,5
S02001583,S02001580,2
S02001583,S02001581,6
S02001583,S02001582,4
S02001583,S02001583,47
S02001583,S02001584,22
S02001583,S02001585,9
S02001583,S02001586,43
S02001583,S02001587,7
S02001583,S02001588,1
S02001583,S02001589,17
S02001583,S02001590,8
S02001583,S02001591,3
S02001583,S02001592,2
S02001583,S02001593,13
S02001583,S02001594,1
S02001583,S02001595,1
S02001583,S02001596,3
S02001583,S02001597,1
S02001583,S02001598,3
S02001583,S02001602,3
S02001583,S02001604,2
S02001583,S02001606,1
S02001583,S02001608,1
S02001583,S02001611,4
S02001583,S02001612,2
S02001583,S02001613,7
S02001583,S02001614,1
S02001583,S02001615,13
S02001583,S02001616,9
S02001583,S02001617,3
S02001583,S02001619,6
S02001583,S02001620,28
S02001583,S02001621,13
S02001583,S02001622,35
S02001583,S02001623,6
S02001583,S02001624,4
S02001583,S02001625,3
S02001583,S02001626,1
S02001583,S02001627,6
S02001583,S02001629,1
S02001583,S02001630,2
S02001583,S02001631,1
S02001583,S02001632,3
S02001583,S02001633,1
S02001583,S02001638,2
S02001583,S02001640,2
S02001583,S02001642,2
S02001583,S02001643,5
S02001583,S02001644,3
S02001583,S02001645,3
S02001583,S02001647,3
S02001583,S02001649,1
S02001583,S02001651,7
S02001583,S02001653,3
S02001583,S02001654,1
S02001583,S02001655,1
S02001583,S02001656,6
S02001583,S02001657,2
S02001583,S02001658,2
S02001583,S02001659,1
S02001583,S02001660,32
S02001583,S02001661,4
S02001583,S02001662,5
S02001583,S02001663,18
S02001583,S02001664,1
S02001583,S02001666,2
S02001583,S02001667,1
S02001583,S02001668,1
S02001583,S02001670,5
S02001583,S02001671,1
S02001583,S02001672,1
S02001583,S02001675,5
S02001583,S02001676,1
S02001583,S02001678,1
S02001583,S02001679,6
S02001583,S02001681,4
S02001583,S02001682,110
S02001583,S02001683,14
S02001583,S02001684,3
S02001583,S02001724,1
S02001583,S02001757,1
S02001583,S02001767,1
S02001583,S02001932,1
S02001583,S02002051,2
S02001583,S02002058,4
S02001583,S02002059,1
S02001583,S02002062,1
S02001583,S02002063,1
S02001583,S02002064,1
S02001583,S02002066,1
S02001583,S02002292,1
S02001583,S02002356,1
S02001583,S02002366,2
S02001583,S02002479,1
S02001583,S02002481,3
S02001583,S02002483,1
S02001583,S02002488,4
